Symbol,Name,LastSale,MarketCap,ADR_TSO,IPOyear,Sector,Industry,Summary_Quote
DDD,3D Systems Corporation,9.09,1060719836,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd
MMM,3M Company,174.51,1.00592E+11,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,10.04,429850060,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,64.29,9551727632,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba
EGHT,8x8 Inc,24.42,2355751124,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght
AHC,A.H. Belo Corporation,3.57,76803170.01,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/ahc
AOS,A.O Smith Corporation,46.93,7846531698,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
ATEN,"A10 Networks, Inc.",6.84,517341320.6,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",0.9,22771710.9,n/a,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aac
AIR,AAR Corp.,36.56,1282033763,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",62.89,4256234768,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan
ABB,ABB Ltd,20.21,43086960225,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,84.49,1.49056E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,73.4,1.08512E+11,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,16.07,1055606064,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf
AGD,Aberdeen Global Dynamic Dividend Fund,9.66,121228962.1,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/agd
AWP,Aberdeen Global Premier Properties Fund,6.29,537216011.8,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp
ACP,Aberdeen Income Credit Strategies Fund,12.36,161595529.9,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/acp
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.14,95718076.02,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq
AOD,Aberdeen Total Dynamic Dividend Fund,8.35,898404380.7,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/aod
ABM,ABM Industries Incorporated,40.33,2676203742,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,27,2234758599,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
ACN,Accenture plc,186.87,1.19182E+11,n/a,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,7.78,794252567.8,n/a,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",21.4905,55466120.88,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
ATU,Actuant Corporation,24.83,1525013956,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
AYI,"Acuity Brands, Inc. ",141.02,5627727728,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,26.51,2004390932,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",15.57,1650591628,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",16.58,489677019.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo
AGRO,Adecoagro S.A.,7.1,827545462.9,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/agro
ADNT,Adient plc,24.06,2252257947,n/a,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt
ADT,ADT Inc.,6.18,4676788907,n/a,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,45.02,2547321640,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,156.59,11233276473,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",32.09,2851924783,n/a,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",32.53,1879655974,n/a,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms
ASIX,AdvanSix Inc.,25.13,712774026.2,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
AVK,Advent Claymore Convertible Securities and Income Fund,14.96,516497321.1,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
ACM,AECOM,37.78,5944448840,n/a,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm
AEB,Aegon NV,22.33,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb
AEG,Aegon NV,5.08,10400615805,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.85,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh
AER,Aercap Holdings N.V.,51.64,7208830650,n/a,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer
HIVE,"Aerohive Networks, Inc.",4.43,254144767.5,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",44.99,3538642515,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
AMG,"Affiliated Managers Group, Inc.",92.02,4711363635,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",25.62,0,n/a,2019,Finance,Investment Managers,https://www.nasdaq.com/symbol/mgr
AFL,Aflac Incorporated,55.82,41612086223,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",15.84,518116848.5,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.7445,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,77.64,5961586701,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",75.78,23945976215,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,50.22,11836083977,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,63.28,2434209605,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc
AL,Air Lease Corporation,41.34,4593625106,n/a,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,26.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/al^a
APD,"Air Products and Chemicals, Inc.",228.82,50370732608,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
AYR,Aircastle Limited,21.33,1602152569,n/a,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr
AKS,AK Steel Holding Corporation,2.37,749735524.1,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks
ALP^Q,Alabama Power Company,25.46,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",100.41,1180015709,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,5.84,2278097422,n/a,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",63.71,7863596606,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk
AIN,Albany International Corporation,83.58,2699138371,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,70.33,7451936329,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb
AA,Alcoa Corporation,22.92,4252455416,n/a,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa
ALC,Alcon Inc.,61.74,30172338000,n/a,2019,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/alc
ALEX,"Alexander & Baldwin, Inc.",22.84,1647580530,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",368.66,1882853531,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",143.19,16891983831,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",38.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d
AQN,Algonquin Power & Utilities Corp.,12.04,5905725302,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,26.83,0,n/a,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqna
AQNB,Algonquin Power & Utilities Corp.,25.64,0,n/a,2019,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqnb
BABA,Alibaba Group Holding Limited,175.05,4.52865E+11,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
Y,Alleghany Corporation,693.79,10019969107,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,25.31,3189942813,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati
ALLE,Allegion plc,111.52,10476825133,n/a,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle
AGN,Allergan plc.,167.52,54917060231,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
ALE,"Allete, Inc.",82.99,4284310782,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale
ADS,Alliance Data Systems Corporation,142.76,7477923837,n/a,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,13.44,386331939.8,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb
AWF,Alliance World Dollar Government Fund II,11.85,1021821672,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,29.9,2840332680,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.26,169059931.1,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,5.69,511445086.7,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,25.5141,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,5.08,385173743.2,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,25.16,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncz^a
ACV,AllianzGI Diversified Income & Convertible Fund,23.71,244768003.7,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,21.89,606549243.9,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.51,1185967778,n/a,2005,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nfj
ALSN,"Allison Transmission Holdings, Inc.",46.71,5619378914,n/a,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),103.15,34359969205,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),25.2073,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),25.69,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^b
ALL^D,Allstate Corporation (The),27.0125,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),25.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),25.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^f
ALL^G,Allstate Corporation (The),25.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^g
ALLY,Ally Financial Inc.,31.36,12454920540,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.27,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ally^a
AYX,"Alteryx, Inc.",108.42,6780752249,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",24.23,16356012833,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
MO,Altria Group,47.69,89224168266,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,8.89,6053262501,n/a,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach
AMBR,"Amber Road, Inc.",13.05,371123390.7,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,4.63,72816660135,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",9.27,962625537,n/a,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc
AMCR,Amcor plc,11.43,18556943362,n/a,2019,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/amcr
AEE,Ameren Corporation,75.21,18471362103,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",14.75,714979847.5,n/a,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",14.59,48160019853,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",14.79,48820198330,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",46.88,2762698219,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",12.38,1392406294,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,46.63,6400439442,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",17.02,2931254676,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",88.13,43486473259,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep
AEP^B,"American Electric Power Company, Inc.",53.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aep^b
AEL,American Equity Investment Life Holding Company,27.36,2486486704,n/a,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael
AXP,American Express Company,124.92,1.04318E+11,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",103.22,9257539105,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg
AFGB,"American Financial Group, Inc.",26.25,0,n/a,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgb
AFGE,"American Financial Group, Inc.",25.62,0,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",26.2513,0,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,24.42,7319096393,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,27.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,26.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,25.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,25.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,26.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^h
AIG,"American International Group, Inc.",53.84,46827532963,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig.ws
AIG^A,"American International Group, Inc.",26.2318,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig^a
AMID,"American Midstream Partners, LP",5.14,279879712.8,n/a,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid
ARL,"American Realty Investors, Inc.",14.23,227638391.5,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",7.42,241276622.3,n/a,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara
AWR,American States Water Company,74.38,2736828315,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),202.3,89421340901,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
AVD,American Vanguard Corporation,15.46,459438177.4,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
AWK,American Water Works,115.73,20605481384,n/a,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
COLD,Americold Realty Trust,33.36,6389414879,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold
APU,"AmeriGas Partners, L.P.",34.96,3251255318,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",145.75,19516551434,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),85.59,17989045236,n/a,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc
ANFI,Amira Nature Foods Ltd,0.75,30269756.25,n/a,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi
AMN,AMN Healthcare Services Inc,54.15,2524456593,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn
AMRX,"Amneal Pharmaceuticals, Inc.",7.1,2121719440,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrx
AP,Ampco-Pittsburgh Corporation,3.98,49802810.62,n/a,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ap
APH,Amphenol Corporation,97.87,29236926384,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph
AXR,AMREP Corporation,6.04,49092540.16,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr
AME,"AMTEK, Inc.",92.11,20986426957,n/a,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame
APC,Anadarko Petroleum Corporation,70.69,35494777194,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc
PLAN,"Anaplan, Inc.",50.37,6505935122,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/plan
ANDX,Andeavor Logistics LP,36.58,8985161642,n/a,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx
FINS,Angel Oak Financial Strategies Income Term Trust,20.26,217795000,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/fins
AU,AngloGold Ashanti Limited,16.95,7019092395,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,88.43,1.73013E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud
AXE,Anixter International Inc.,59.61,2007594758,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,9.1,13251394001,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly
NLY^C.CL,Annaly Capital Management Inc,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^c.cl
NLY^D,Annaly Capital Management Inc,25.4,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,25.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,24.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^g
NLY^I,Annaly Capital Management Inc,25.0281,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^i
AM,Antero Midstream Corporation,11.71,5935181977,n/a,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am
AR,Antero Resources Corporation,5.39,1666173277,n/a,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",282.72,72714369718,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm
ANH,Anworth Mortgage Asset  Corporation,3.75,369919608.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,26.5994,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,22.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,25.274,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^c
AON,Aon plc,195.14,46935397123,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon
APA,Apache Corporation,29.2,10976881316,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa
AIV,Apartment Investment and Management Company,49.94,7432493742,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv
APY,Apergy Corporation,33.82,2617407518,n/a,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy
APHA,Aphria Inc.,6.98,1749955961,n/a,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/apha
ARI,Apollo Commercial Real Estate Finance,18.27,2489864777,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari
APO,"Apollo Global Management, LLC",35.28,14213283553,n/a,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, LLC",25.73,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^a
APO^B,"Apollo Global Management, LLC",25.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^b
AIY,Apollo Investment Corporation,25.76,0,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aiy
AFT,Apollo Senior Floating Rate Fund Inc.,14.96,232972992.6,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/aft
AIF,Apollo Tactical Income Fund Inc.,14.78,213778304.3,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",15.65,3503502118,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",61.01,2354580894,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",124.27,7852894570,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr
APTV,Aptiv PLC,80.71,20809891502,n/a,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv
WTR,"Aqua America, Inc.",40.86,8815106409,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr
WTRU,"Aqua America, Inc.",56.69,0,n/a,2019,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtru
AQ,Aquantia Corp.,13.16,472096247,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq
WAAS,AquaVenture Holdings Limited,19.92,536858820.5,n/a,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas
ARMK,Aramark,35.74,8807407878,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,12.2,1160854888,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,26.1101,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,25.74,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,26.0187,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c
ARC,"ARC Document Solutions, Inc.",2,92538730,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc
MT,ArcelorMittal,17.97,18137186105,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt
ARCH,"Arch Coal, Inc.",93.81,1576931935,n/a,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,41.4,23190839114,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",10.44,1360664357,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc
